甲骨文字,龜甲文
馳進,馳詣
鼻感冒,傷風症
白鷺,舂鋤
慈子,彌勒座主
靑磁,靑陶
金地,僧院
韓藥業士,韓藥種商
樟腦樹,樟樹
碩儒,鴻儒
臥床,寢牀
名勝地,保勝地
茹茹,柔然
正朝,元日
聯合野,聯合領
陸士,陸軍士官學校
凌雨,陵雨
橫恣,橫肆
氷間期,氷溫期
府寺,官廳
骨折,折骨
咏唱,詠唱曲
違約,負約
禹韭,荼蘼
鼎小鳥,杜鵑
飮食瘡,膿痳
屍軀,屍身
本貫,先鄕
黑貂皮,貂熊皮
調劑,調藥
伽倻,下加羅國
休咎,吉凶
無記命題,不定命題
睿智,叡智
代理人,代員
監賑御史,監賑使
大天使,大天神
人爲受精,人工受精
鳳雛,鳳兒
等閑,疎忽
糖原,動物澱粉
序次,次例
成衆官,成衆愛馬
打製石器,打石器
陰莖,莖物
毋論,無論
倉庫證券,倉荷證券
蕭條,蕭寂
外珠皮,外卵膜
峯嶂,峰巒
文殊祕法,文殊八字法
宮禁,闕廷
百官,群僚
國壤王,故國川王
寫眞,照像
轉宅,移徙
對稱中心,對稱點
賣渡質,讓渡質
彈劾主義,訴訟主義
代打者,代打
韶華,春光
生綿紬,生明紬
自家陶醉,自我陶醉
輕率,輕薄
猪脂,豚油
雨季,雨期
觸點,壓點
墻內,牆外
天水畓,安全畓
感光劑,感光物質
四科十哲,孔門十哲
先般,前回
齒齦,齒肉
花蕾,花峯
曼陀羅華,蓮花
令娘,令媛
洞內,洞中
伊伐飡,于伐干
天帝,天公
花面,花容
屠人,屠家
政閣,政堂
渚岸,汀濆
弘文錄,本館錄
屠家,宰人
磁力束,磁力線束
海蔘,海鼠
登歌樂,堂上樂
荒蕪地,窮髮
化合物,抱合物
費用,婚需
熱讀,精讀
嘉俳節,秋夕
鋼索,鋼索
統攝,統治
燕麥,耳麥
農歌,農夫歌
下午,午後
相從,過從
北蛇梁島,上島
怕癢樹,百日紅
裂傷,裂創
殘編,散帙
同牀,同床
庫舍,倉府
結盟,締盟
吉士,吉師
宦途,官途
高飛,高飛遠走
宗親,宗室
射擊手,射手
形止記,形止案
假想敵國,想定敵國
官災,官厄
鬪志,鬪爭心
賣淫女,淫賣婦
茶房,茶室
聰睿,銳智
威嚇,威脅
坊本,坊刻版
天女孫,天女星
氐星,氐宿
超電導體,超傳導物質
敗運,敗數
書堂,書齋
囚縛,收縛
仁川,濟物浦
水害,水敗
正道,正逕
操短,操業短縮
磁力線,磁氣指力線
揷入法,補間法
麪麴,麵粬
叛逆徒,反逆徒
四則演算,四則算
老蒼,耉老
普遍數學,普遍學
肉桂色,肉桂赤色
翦除,剪除
良相,賢宰相
胡狄,蕃民
堪輿,天壤
一伐干,角粲
芳齡,弱齡
極艱,至貧
零簡,逸帙
寺院,紺園
林下夫人,燕覆子
人造,人作
里程,道程
英綃緞,英綃
破惑,解惑
史記,史籍
盛世,盛際
省劃,省劃
本流,幹流
度量,器局
頹廢,頹敗
業鏡,明鏡
琺靑,法靑
甘紅露,甘紅酒
計除,計減
僉位,諸位
矜伐,傲慢
位畓,位土畓
心裏,心中
冥府,冥土
猪毛,豚毛
蒲公英,捕公草
濕法,濕式分析法
善後策,善後之策
强壓政治,壓制政治
山査子,棠毬子
惠擲,惠投
複符號,復號
鞬吉支,遣支
歲末,歲晩
蝕害,食害
沒骨法,鉤勒
永灾,永災
性情,性稟
否認,共鳴
巫子,卜術
內行星,內惑星
鞫訊,鞠問
所得效果,交叉效果
平居,平常時
畋獵,狩獵
脊髓骨,中軸骨
知名之士,名流
紫木蓮,紫玉蓮
內裏,九重
佩金鐵,佩鐵
産糞,小兒胎便
至急,大急
仰眄,仰望
排出瓣,吸氣瓣
鄭圃隱,鄭夢周
書箱,箱子
舌論,尤隙
連絡處,聯絡處
異邦人,異國人
引用文,引文
血痔,疣痔
照律,照律
原稿紙,原稿用紙
金鐙子,金鐙
絲麵,細麵
大葉櫟,槲木
公理系,公理論
性慾倒錯,性的倒錯
災禍,災殃
寡女,寡婦
嚴懲,嚴繩
容儀,容姿
譜所,譜聽
算術,算數
前妻,先妻
齒肉,牙綮
狎近,狎逼
機略,機謀
晩秋,暮秋
退仕,仕退
筒契,算筒契
龍車,金與
竄配,定配
義絶,義斷
懷妊,孕身
位置感覺,位置覺
筵臣,筵官
怪力,大力
保放,保釋
釋迦牟尼,佛世尊
比年,近年
嘔吐,反吐
尺蛾,蚇蠖
釋明權,發問權
猝然,卒然
蒼昊,穹蒼
四六體,騈儷文
貿易白書,通商白書
直截口,直斷面
彈音,彈舌音
就床,起床
彦俊,彦士
火兒赤,忽只
紺宇,淨宮
交換局,電話交換局
峻嚴,峭嚴
俊魚,助魚
老年,暮年
拘束,放免
飢民,饑民
冪法,冪乘法
掛子,快子
略本曆,略曆
靑白瓷,白靑磁
荒地,荒蕪地
庶孫,孽孫
屯戍,屯守
利子付,利付
脊椎骨,中軸骨
吐逆,嘔吐
機械機,機械織機
秩序,混沌
樹氷,樹稼
參見,參觀
謁見,謁見
千歲,千載
頹敗,頹廢
前回,去般
前矩,前規
文科及第,大闡
年末試驗,學年末考査
高謀,高算
京畿雜歌,十二雜歌
虎河豚,點魨
盲眼,瞽者
鳳簪,鳳釵
緖言,序言
訟卦,訟
名家,有名之人
出發,到着
麵麯,蕎麥麴
純篤,醇篤
重罰,重懲
陽物,莖物
萬丈,萬仞
重疫,重病
自家受粉,自花受粉
蟬退,蜩甲
食菌作用,食細胞作用
掘水溝,雨裂
困竭,困絶
耳痛,耳痛症
石灰肥料,石灰質肥料
耳胎,缸胎
公堂,官府
制限解釋,縮小解釋
本妻,妾婦
戰爭,酣戰
山祇,山神靈
納物堂上,納粟堂上
氣壓,大氣壓
綠色,翠綠
滄波,滄浪
主祈禱文,主禱文
黃紗籠,黃紗燈籠
消滅,消亡
童穉,孩提
休紙,不淨紙
急迫,迫急
狩犬,獵犬
等高線,同高曲線
柏木,五鬣松
消火栓,防火栓
滯留,停滯
放心,操心
眼睛,盧子
開母音,低位母音
阿羅耶,藏識
傷兵,戰傷兵
轘裂,轘刑
直切,切直
食困,食困症
奇窮,貧素
吏頭,吏道
交龍旗,黃龍大旗
得策,得計
復元圖,復原圖
城址,城跡
淳朴性,醇朴性
相換證券,相換證
食思,食慾
淸書,淨書
軟膏,塗藥
書齋,書室
闕內,宮中
若何,如何
負薪,負薪之資
時氣,時患
戍卒,戍甲
幽界,重泉
抗生作用,抗生
牧伯,牧使
甲冑,甲胄
扁題,扁額
恬淡,恬澹
帳冊,賬冊
經痛,經痛症
三論宗,三論學派
千金藤,棠棣
金石之劑,金石劑
寇讎,怨讎
毘藍,毘藍婆
波紋,波文
茅蒐,茜草
白地刑法,白地刑罰法規
甚深,深甚
哥弟會,哥老會
消化系統,消化系
尺楮,尺素書
冷暖,冷煖
九原,幽都
妙音天,辯才天
少慾,寡慾
險峻,峭峻
闌入,欄入
熔鑛度,鎔鑛度
山淸,山淸郡
法廷,法庭
佳賞,嘉賞
洋吹燈,火匣
瓦松,昨葉荷花
皇化,皇風
紙錢,楮錢
次例,敍次
豁達,闊達
正輦,聖輦
像法,像法時
語助辭,助辭
縱線,單縱線
色彩調整,色彩調節
血體腔,血腔
是認,拒絶
檣竿,桅杆
小委員會,小委
中槪念,媒槪念
山神靈,山祇
蘿蔓,地朕
占有,占居
印璽,大寶
丘墳,丘塚
訟廷,訟庭
坊村,里落
眼科學,眼科
征路,征途
鞠子,孩提
神仙,仙靈
聖家族,神聖家族
黔黎,黎民
渦形,渦狀
試誤法,試行錯誤
別恨,離恨
閻羅大王,閻魔王
順産,順娩
意慾,意志
移動耕作,遊農
豫想量,豫想高
長春藤,山葡萄
綠藻類,綠藻植物
關聖大帝,關聖
保囚,保釋
屍脂,屍蠟
前線雷,界雷
飮射,鄕射
朝晡,朝暮
寺刹,紺宇
宮中,闕掖
偶有性,偶有的屬性
父兄會,學父兄會
弦樂,管樂
類脂質,類脂體
讀脣法,讀脣術
應瑞鳥,鳳凰
弟氏,季氏
衾褥,寢衾
田地,田土
邊幅,表幅
具顯,具現
新陽,新春
稷檀,社稷壇
畜狗,畜生
瘟鬼,疫神
粉末鷄卵,卵黃粉
土萆薢,山歸來
兩衾,寢衾
農者,農夫
曩者,先般
狼烟,狼煙
紅梬棗,小柹
景光,爻象
昭詳,子細
騈儷文,騈文
飛行艇,水上航空機
片腦,龍腦香
土器,瓦器
蠻風,蠻俗
耖耙,木斫
堵墻,牆垣
警察棒,警棒
敬字塔,惜字塔
姊夫,姉夫
運賃,運送料
癆漸,肺癆
氏家畜,種畜
冷暖房,冷煖房
蘿藦,交藤
姦淫,姦婬
半霄,中天
黃瓜蒸,黃瓜烝
紋銀,庫銀
楡理木,積楊
洋銃,洋砲
狂歌,狂句
菜蔬,野菜
酒案床,酒案
乘輿,御駕
旋渦,盤渦
工作船,工作艦
名世,名人
嘉排日,嘉俳節
內服,內衣
黎首,黎元
忠勳府,勳府
屑糖,雪糖
麾下,節下
木蓼,天蓼
官府,官寺
强鯁,强梗
栽植農,栽植農業
燦爛,粲爛
代用貨幣,記號貨幣
斧柯,政權
水銀弧燈,水銀燈
訓練,訓鍊
子規,杜鵑
旋螺風,鵝喉瘡
重推,從重推考
名勝地,名勝
烏蛇,烏梢蛇
孕身,有身
一擧,單番
干罰飡,角干
年始,歲初
開宗祖,開祖
如意寶珠,摩尼寶珠
銷却制,點數制
大司敎,大主敎
俸祿,祿俸
紅陽繖,紅陽傘
複合國家,複合國
紺宇,精舍
閻王,閻羅老子
田圃,菜蔬田
親耕田,御田
方伯之神,方伯神
義僕,忠奴
恬然,恬澹
烼忽,倏忽
竄伏,潛伏
三尺法,三尺
一週間,一週日
茶居,茶館
京洛,京師
有産者,有産家
四日熱,熱帶熱
追白,追伸
終杯,畢杯
薄命視,黃昏視
再娶,後娶
國志,國乘
假扮,假飾
輻輳,輻湊竝臻
應身,變化身
袈裟,忍辱鎧
罷業基金,罷業資金
競合犯,竝合罪
精美,精姸
飜刻,復刻
薩飡,沙咄干
遝至,殺到
外司僕,司僕寺
兵卒,軍士
荒蕪地,荒土
贄見,贄見
淡月,澹月
宮娥,紅袖
襃祿,賞祿
椿壽,大椿之壽
百姓,民人
慈氏,菩薩
俊魚,鰣魚
先般,疇曩
前番,先次
狡知,狡智
玉高粱,唐黍
遺訓,遺戒
沙漏,沙時計
疎村,疏村
西歐羅巴,西歐
衡平運動,水平運動
天奉畓,奉天畓
仕退,仕進
方席,坐褥
忠直,忠讜
癎疾,癎疾病
核子,核粒子
技術者,技術家
半磁器,半瓷器
六律,六呂
石間硃,土朱
勁兵,强兵
山棚戱,山臺
錯誤,錯謬
言壇,言論界
職業敎育,實業敎育
嘉俳,嘉優
南閻浮州,閻浮提
極小體,異染小體
蟬化,尸解
宋板,宋版
鶡鴠,寒號蟲
成熟期,熟期
次高音,女性中音
卽時取得,卽時時效
奪胎,換骨奪胎
掌記,帳記
尊祖母,王大夫人
常執,常任執行委員
奸侫輩,奸佞輩
捧納,奉納
修船渠,乾船渠
塞窓,封窓
閻羅卒,閻羅人
外婦,側女
稷唐,唐黍
異同,同異
遊說,遊說
無量壽佛,無量光佛
金與,輦轂
氣盡力盡,氣盡脈盡
白靈沙,粉霜
三回粧,三回裝
視牲,省牲
東床,令壻
端午符籍,端午符
業鬼,業魔
旅商,行賈
梵衲,浮屠
勢家,勢門
救命施食,救病施食
大葉櫟,小波拉葉
武班,武列
逋竄,逃竄
端艇錨,短艇錨
餘暉,晩照
艦上機,艦載機
原本,藍本
嬴得,贏利
大哨鳴鏑,響箭
火頭魚,鮦魚
子宮,男女宮
磚槨墓,磚槨墳
阿閦,阿閦婆佛
內堂,家人
神祕學,神祕主義
未完成,未完
農夫症,我慢病
滅日,沒日
發遣,派送
樂韻,惡詩
未支給,未支拂
水害,水災
唾痰壺,唾具
入門聖事,入敎聖事
蜀魂鳥,杜魂
六曹判書,六卿
酋長,酋帥
惡人,惡者
腦梁,胼脂體
內官,中官
京邸人,京主人
短期公債,流動公債
脂麻,胡麻
長屋,長行廊
買入處,購買處
寺宇,佛刹
白鱓,鰻鱺魚
奇別紙,寄別紙
商品貨幣,物品貨幣
無沒識,種子識
宦數,官運
昨夏,客夏
曙月,殘月
貰家,貸家
管窺,管中窺豹
排中律,排中原理
寬免婚姻,寬免婚配
四肢動物,四足動物
偏心,偏意
養病,養疴
頰鰭,胸鰭
比較文法,比較文典
卿曹,卿輩
海蘿,布海苔
伊罰干,舒發翰
溶解,融解
刑具,刑器
監獄,矯導所
閻王,閻羅
異土,異國
通釋,通解
地錦,草血竭
損失補償,損害賠償
遷墓,遷葬
玉音,瓊音
旱鬼,旱魃
勁箭,勁矢
勳田,功蔭田柴科
山王壇,山神閣
虛勞症,肺結核
椄枝,椄荀
序詞,序文
射手宮,弓手座
虛辭,佯言
冬外串,長鬐岬
生鮮膾,魚膾
銀河水,天河
狩人,獵手
椅子,交床
得男,生男
鴉片商,阿片商
隋煬帝,煬帝
彌勒慈尊,彌勒
選擇,拔萃
機鋒,銳鋒
常民,平民
黃褐候,頒鳩
切斷面,斷截面
姊婿,姊壻
挽執,挽留
帶率,領率
喜子,蟰蛸
版權,板權
殘本,缺帙
生員,上舍
標準時,時法
繪像,畫像
現今,目下
移住,移去
東洋,西洋
金銀藤,金銀木
簉室,別房
刪定,刪修
懿行,善行
吃逆,呃逆
拔羣,拔萃
從玆以往,從此以往
紺園,寺院
達夜,達宵
小痘,水疱瘡
年末試驗,學年試驗
侍女,侍婢
疑心症,疑疾
幻談,怪談
掃雪車,雪搔車
口訣,口訣字
疑疾,疑心症
元辰,元日
官途,仕路
圓舞,輪舞
精神測定,心的測定
狂憂,狂癡
嚴肅,森肅
兇黨,凶黨
上帝,玄帝
營業質,營業典當
野天門冬,婆婦草
波珍飡,海干
隱客,菖蒲
嫌厭,嫌嫉
宮寢,九重
鼻祖,始祖
炭鑛,煤礦
丘冢,丘墳
親朋,親友
安保,安全保障
性的倒錯,性別倒錯
閨愛,令女
緩行券,緩行票
濁汚,濁穢
紅袖,宮妾
禁中,禁裏
益山市,益山
大道,宏猷
孩提,幼子
媚悅,阿從
墨勅,墨詔
險阻,險隘
辭林,辭典
間歇流,間歇川
革命曆,共和曆
廣津區,廣津
計筴,計策
食物,飮食物
什物,資具
僧坊,寺院
珪化木,硅化木
不時着,不時着陸
中宵,中夕
板刻本,木版本
市巷,街坊
職級,職階
資具,什器
人口數,口數
結果倫理,動機說
攫取,攘奪
去歲,故歲
殘留感覺,殘存感覺
雜收入,雜收
不毛症,無毛症
保身用,護身用
殘缺本,落帙
負木,柴頭
航宙法,宇宙航法
猛爆擊,猛爆
晶族,晶洞
自頭至尾,自初至終
禁內,九天
伐期,輪伐期
送金手票,逆換
油繪,油畫
閉校,廢校
結綵,結彩
信章,圖章
名流,名下士
東王父,東王公
自稱王,自稱天子
花歌鬪,歌鬪
藥師如來,藥師
都府,京府
幽界,幽都
初娶,後娶
絡蹄,海鮹子
代金,價金
比例限界,比例限度
營業質,登錄典當
祖奠,日晡祭
利子附,利附
輦轂,龍車
勇斷,果斷
書典,書史
大方牀,小方牀
締盟,結盟
通知,致寄
斡旋,周旋
敎友,敎兄
封事,上疏文
海東靑,松鶻
稀黃酸,稀硫山
石段,石階
海拔,高距
厚酬,厚報
骨瘍,潰瘡
極艱,貧素
其餘,爾餘
寸時,寸陰
松津,松膏
碁盤,棊盤
營業主,業主
安樂淨土,安樂國
公衙,官署
複合語,複合詞
僕夫,僕從
左相,右相
虛憊,困憊
盜賣,偸賣
反亂罪,叛亂罪
咬齒,齘齒
死硬直,死後强直
世尊,釋迦世尊
魚鹽,魚鹽柴水
線縷,絲縷
九條袈裟,九條
先物賣買,先物去來
破土,斬破土
器宇,器局
麥皮,大皮
浮選鑛,浮遊選鑛法
徵收,徵捧
安定地塊,安定大陸
輕擧妄行,輕擧妄動
自殺,自斃
山鴞,鷄鴞
地法,地方法院
薙髮,剃髮
亥囊,宮囊
大菊,大輪
小過卦,小過
心膜,心包炎
齊民,救民
南朝鮮,北朝鮮
商人,估客
山鳩,鳴鳩
端揆,右揆
瀝靑炭,黑炭
額面株,金額株
鑛脈,鑛脉
公明,至公
漣漪,漣波
靑沙器,靑磁
鶬鷄,鷺鷥
單方,單方藥
風勢,風力
聲討大會,聲討會
行政廳,行政官廳
農土,農處
數遞,數遞
返命,復命
通靈草,鷺鷥藤
瀘過,濾過
獨一主義,固定主義
立面圖,垂直投影圖
覺王,覺皇
織女星,天女孫
騰貴,仰騰
樟木,樟樹
傲然,矜伐
念頭,意中
搪網,圍網
規則活用,正格活用
宮闕,宮廷
惹起鬧端,惹鬧
閒民,閑民
飢饉,飢餓
密補藤,通靈草
鎖金,鎖鑰
開秋,肇秋
杜魄,不如歸
子宮脫,脫陰症
夕陽,夕日
直列接續,行連結
外國貿易,海外貿易
擒殄,禽殄
甑中生塵,至窮且窮
語源俗解,民間語源
田鼠,蝘鼠
慘慽,慘慽之變
冊曆,鳳曆
脚註,脚注
分溜塔,蒸溜塔
王母,西王母
家生,家計
手相,手紋
芸草,山椒科
蜂蜜,淸蜜
古代小說,古小說
納入,納附
琺瑯眞珠,琺瑯小滴
運命論,豫定說
秋光魚,貢魚
丘阜,丘岡
慈氏尊子,彌勒
水分,水氣
烏兔怱怱,烏飛兔走
表從,外從四寸
薄罪,輕罪
色料,顔料
踐祚,踐阼
燭力,燭光
謝禮金,禮金
添丁,生男
空氣,控球
葯胞紙,藥包
邪疾,精神病
賣春婦,賣笑婦
功蔭田柴,勳田
行訴,行政訴訟
後半期,前半期
徵捧,徵收
千金子,聯步
聖餐,聖晩餐
庚申黜陟,庚申政變
靑幇,洪幇
建白書,建言書
黃石斑魚,耳魚
作用素,演算子
竊盜,盜竊
蝸牛,蠡牛
于今,今來
擊退,擊攘
一瞬間,霎時間
特使,專使
全擔,全當
名號,名目
宮房,九重宮闕
軍茶利,軍茶利明王
鴻濛,澒濛
阿鼻,阿鼻地獄
左思右量,左思右考
闕廷,宮殿
步哨兵,步哨
衰頹,衰盡
捕卒,捕盜軍士
亡妻,亡室
發現,發顯
銘旗,銘旌
沙鐵,砂鐵
口吻,吻脣
星漢,銀漢
知名之士,名人
土宜,土地所産
輻輳,輻湊幷臻
砂洲,沙洲
僧舍,寺院
毛氈,毛緞
沈澱巖,成層巖
狂浪,狂濤
息壤,息土
造化翁,造物主
刊行,出板
瘠地,薄土
涵養,涵育
記注,記註
破軍,破軍星
書翰,簡牘
混雜,混亂
主演,主演者
大頭瘟,時毒
毒酒,酖酒
兒暈,子癎
別宅,別莊
武神,軍神
極熱地獄,大焦熱地獄
衆位,諸公
高離,稾離
婦家,妻家
兩儀煎,兩儀膏
啓程,發程
穎哲,英哲
客體,主體
蓮花寶座,蓮花臺
酒仙,飮豪
銀器,銀器皿
單翼工,單入工
痲醉劑,痲痹藥
謄草,謄出
門戶,門閥
勒買,强買
妹弟,季妹
妻室,內眷
品階,位階
史跡地,史蹟地
暗行御史,御史
霜花店,雙花店
花崗巖,花剛石
中末比,外中比
狂憂,白痴
自販機,自動販賣機
特遇,特待
周燕,蜀鳥
偏愛,褊狹
兵車,戰車
白銑鐵,白銑
伏念魚,杜父魚
鉛筆心,鉛筆芯
內部感覺,內感
蝕刻,腐刻
針狀結晶,針晶
午飯,晝食
趺坐,結跏趺坐
內衙,內東軒
飼育法,飼養法
湯井,溫泉
勞症,癆漸
略曆,略本曆
醫王如來,醫王
驚譟,驚騷
秋季,秋期
弊家,弊居
僻鄕,僻地
僬僥,矮者
備郞,備邊郞
府署,官尹
圓頭,圓顱
白鷺,絲禽
蟄居,深居
議論文,感想文
穀日,穀旦
農閒期,農閑期
略文,約文
造位,先沮知
過失,失錯
三儀,三才
指彈,非難
未來佛,彌勒菩薩
訴訟,訟獄
匝匝地,匝匝
山斗,泰山
南加羅國,加羅國
縷陳,樓述
瞽人,瞽者
一族,一門
相貌,容貌
聞慶郡,聞慶市
塾堂,學舍
沸點,蒸氣點
倦憊,倦罷
斷切機,切斷機
練磨場,鍊磨場
宿館,旅館
細註,小註
淳樸,醇朴
楊貴妃,楊太眞
百濟池,韓人池
白丁,屠者
長壽,老壽
經歷,簿歷
金絲鳥,金絲雀
砂地,沙地
避署處,避暑地
身命,軀命
農協,農業協同組合
談會,談話會
鼓子詞,鼓詞
文藝學,文藝科學
計算機,電子計算機
蜀魂,蜀帝化杜鵑
傷歎,傷嘆
筆痕,筆跡
閻魔,閻羅大王
劍室,劍鞘
啓明星,啓明
京師,京輦
緬羊,綿羊
新生代,近生代
樸樕,小波拉葉
顧客生産,注文生産
杜鵑,杜宇
辯解,辯明
惡言,惡口
倒心形,倒心臟形
子會社,母會社
史話,史談
勇智,智勇
嘲哮,咆哮
委任人,委任者
對自,向自
假飾,假扮
演算,運算
椎栮,香蕈
棍徒,無賴漢
元辰,新元
舞文弄筆,舞弄
南省試,監試
木刻活字,木刻
襄陽,襄陽郡
黃鼠狼,黃鼠
解說員,解說者
柴木,薪採
重皺胃,重辦胃
忍冬,金銀木
報怨,返報
薇草,㹠腸草
符讖,符籙
心囊,心包炎
篇末,篇尾
從今以後,從玆以往
王室,王家
粘餠,糯餠
楕圓,長圓
四眞諦,四諦
菲品,香燭代
獨在論,獨知論
突變,豹變
主體稅,人稅
出港,入港
夾門,掖門
從祖,從祖父
甲部,頸部
藥囊,藥袋
誠款,誠心
新撰六典,經濟新撰六典
水畔,渚岸
黔黎,黎元
三神,産神
邑內,邑中
佛刹,僧伽藍摩
黃柑科,黃柑製
燭臺,燭架
移職,遷職
殖利,利殖
鬱金香,鬯草
圓柱圖法,圓筒圖法
層疊,層重
天體日表,天體曆
凌雨,猛雨
回文,廻章
田圃,圃地
香辛料,辛香料
步兵銃,步銃
大角干,大舒發翰
京師,京都
四糖類,多糖類
車駕,乘輿
端末機,端末裝置
獨房制,獨居制
烏瓜,瓜蔞
境界石,界石
戰慄,凌兢
春畫圖,相思畫
公明正當,公明正大
凋弊,疲弊
京信,京耗
每每,每番
黃土,黃壚
周易先生,占術家
分辨,分別
家訓,家敎
成胎,姙娠
漣川郡,漣川
射程,彈程
竪坑,橫坑
行魚,蔑魚
子宮角,陰核
一覽拂,要求拂
必要,要緊
唐衣,唐袴衣
贈呈,贈進
剖鹽石魚,白鯗
煙戶軍,烟戶軍
毒辨,毒舌
發煙劑,煙幕劑
鷄鴞,鴟鴞
塔身石,屋身石
阿羅耶,種子識
兵器,戎具
國境稅,國境關稅
定式,儀式
相互條約,互惠條約
偏嗜,惑嗜
妙方,妙法
車下梨,山櫻桃
詠嘆,詠歎
乳巖,嬭巖
獲得品,獲得物
物質代謝,物質交代
産房,産室
御筆,宸筆
隸僕,隸僕
肺活量,肺氣量
俸銀,俸錢
書翰箋,書簡箋
頃日,向日
手數料,牙錢
挽止,挽留
鷺質,魯質
導船,水路案內
症情,症狀
鼻頭,鼻端
